gvkey,ticker,compname,year,sic4,salesmillions,employees,breach,breachtype
10867,UNP,Union Pacific Corporation,2008,4011,14372.66,48.242001,0,
10867,UNP,Union Pacific Corporation,2009,4011,11353.96,43.530998,0,
10867,UNP,Union Pacific Corporation,2010,4011,,42.883999,0,
66686,VDSI,"VASCO Data Security International, Inc.",2005,3669,48.119999,0.12800001,1,Hack
66686,VDSI,"VASCO Data Security International, Inc.",2006,3669,64.970001,0.184,0,
66686,VDSI,"VASCO Data Security International, Inc.",2007,3669,99.669998,0.23999999,0,
66686,VDSI,"VASCO Data Security International, Inc.",2008,3669,106.36,0.31,0,
66686,VDSI,"VASCO Data Security International, Inc.",2009,3669,81.639999,0.294,0,
66686,VDSI,"VASCO Data Security International, Inc.",2010,3669,,0.34200001,0,
118445,VIGN,VIGNETTE CORP,2005,7372,168.12,0.73799998,0,
118445,VIGN,VIGNETTE CORP,2006,7372,168.75999,0.67000002,0,
118445,VIGN,VIGNETTE CORP,2007,7372,159.34,0.667,0,
118445,VIGN,VIGNETTE CORP,2008,7372,135.61,0.64300001,0,
118445,VIGN,VIGNETTE CORP,2009,7372,,,0,
118445,VIGN,VIGNETTE CORP,2010,7372,,,0,
153668,VMED,VIRGIN MEDIA INC,2005,4841,2951.5901,9.8199997,0,
153668,VMED,VIRGIN MEDIA INC,2006,4841,6026.3799,17.034,0,
153668,VMED,VIRGIN MEDIA INC,2007,4841,6714.7598,15.06,0,
153668,VMED,VIRGIN MEDIA INC,2008,4841,4695.5801,14.609,0,
153668,VMED,VIRGIN MEDIA INC,2009,4841,4937.6602,12.107,0,
153668,VMED,VIRGIN MEDIA INC,2010,4841,5022.2598,12.4,0,
66368,VRSN,"VeriSign, Inc.",2005,7372,1419.12,4.0760002,0,
66368,VRSN,"VeriSign, Inc.",2006,7372,1345.53,5.3309999,0,
66368,VRSN,"VeriSign, Inc.",2007,7372,1242.9399,4.2509999,1,StolenLaptop
66368,VRSN,"VeriSign, Inc.",2008,7370,769.21002,3.2969999,0,
66368,VRSN,"VeriSign, Inc.",2009,7370,827.38,2.3280001,0,
66368,VRSN,"VeriSign, Inc.",2010,7370,,1.048,0,
160785,VVI,VIAD CORP,2005,7389,728.53003,3.3900001,0,
160785,VVI,VIAD CORP,2006,7389,731.19,3.6199999,0,
160785,VVI,VIAD CORP,2007,7389,830.51001,4.1100001,0,
160785,VVI,VIAD CORP,2008,7389,896.47998,3.95,0,
160785,VVI,VIAD CORP,2009,7389,646.90002,3.21,0,
160785,VVI,VIAD CORP,2010,7389,844.79999,3.3499999,0,
2136,VZ,Verizon Communications,2005,4813,66227.781,217,1,Web
2136,VZ,Verizon Communications,2006,4813,75289.656,242,1,StolenLaptop
2136,VZ,Verizon Communications,2007,4813,77642.844,234.97099,0,
2136,VZ,Verizon Communications,2008,4813,77865.109,223.88,0,
2136,VZ,Verizon Communications,2009,4812,86547.961,222.927,0,
2136,VZ,Verizon Communications,2010,4812,,194.39999,0,
11264,WAG,Walgreen Company,2005,5912,37210.012,179,0,
11264,WAG,Walgreen Company,2006,5912,40495.191,195,0,
11264,WAG,Walgreen Company,2007,5912,44659.02,226,0,
11264,WAG,Walgreen Company,2008,5912,47216.23,237,0,
11264,WAG,Walgreen Company,2009,5912,50845.16,238,1,Email
11264,WAG,Walgreen Company,2010,5912,,244,1,Hack
260778,WCG,WELLCARE HEALTH PLANS INC,2005,6324,1657.23,2.2,0,
260778,WCG,WELLCARE HEALTH PLANS INC,2006,6324,3214.1699,3,0,
260778,WCG,WELLCARE HEALTH PLANS INC,2007,6324,4478.02,3.9000001,0,
260778,WCG,WELLCARE HEALTH PLANS INC,2008,6324,5216.3101,4.0999999,0,
260778,WCG,WELLCARE HEALTH PLANS INC,2009,6324,5521.77,3.4189999,0,
260778,WCG,WELLCARE HEALTH PLANS INC,2010,6324,,3.3,0,
3708,WEN,"Wendy's International, Inc.",2005,5812,641.31,25.202999,0,
3708,WEN,"Wendy's International, Inc.",2006,5812,1061.97,24.372,0,
3708,WEN,"Wendy's International, Inc.",2007,5812,1049.74,26.605,1,StolenLaptop
3708,WEN,"Wendy's/Arby's Group, Inc.",2008,5812,1457.87,70,1,Unintended Disclosure
3708,WEN,"Wendy's/Arby's Group, Inc.",2009,5812,2874.6799,67.5,0,
3708,WEN,"Wendy's/Arby's Group, Inc.",2010,5812,,64.099998,1,Dishonest employee
204867,WIT,WIPRO LTD,2005,7373,2101.8,53.700001,0,
204867,WIT,WIPRO LTD,2006,7373,2961.47,,0,
204867,WIT,WIPRO LTD,2007,7373,4097.9399,,0,
204867,WIT,WIPRO LTD,2008,7373,4002.4399,100,0,
204867,WIT,WIPRO LTD,2009,7373,4857.0898,108.071,0,
204867,WIT,WIPRO LTD,2010,7373,,120,0,
145046,WLP,"WellPoint, Inc.",2005,6324,39797.328,42,0,
145046,WLP,"WellPoint, Inc.",2006,6324,48647.352,42,1,Stolen Media
145046,WLP,"WellPoint, Inc.",2007,6324,50783.051,41.700001,1,LostMedia
145046,WLP,"WellPoint, Inc.",2008,6324,48989.5,42.900002,1,Web
145046,WLP,"WellPoint, Inc.",2009,6324,49159.93,40.5,0,
145046,WLP,"WellPoint, Inc.",2010,6324,,37.5,1,Dishonest employee
11259,WMT,WAL-MART STORES INC,2005,5331,276273.88,1800,0,
11259,WMT,WAL-MART STORES INC,2006,5331,295522,1900,0,
11259,WMT,WAL-MART STORES INC,2007,5331,311817.38,2100,0,
11259,WMT,WAL-MART STORES INC,2008,5331,321763.63,2100,0,
11259,WMT,WAL-MART STORES INC,2009,5331,326018.34,2100,0,
11259,WMT,WAL-MART STORES INC,2010,5331,,2100,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2005,2834,1451.49,3.8440001,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2006,2834,1690.6,5.8299999,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2007,2834,2073.9199,5.6399999,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2008,2834,2027.9301,5.0700002,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2009,2834,2242.21,5.8299999,0,
27845,WPI,WATSON PHARMACEUTICALS INC,2010,2834,,6.0300002,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2005,6141,214.5,2.214,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2006,6141,249.69,2.7060001,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2007,6141,287.45001,3.017,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2008,6141,310.48001,3.4489999,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2009,6141,352.16,3.029,0,
24725,WRLD,WORLD ACCEPTANCE CORP/DE,2010,6141,,4.0539999,0,
11371,WSC,Wesco Financial Corporation,2005,7359,783.21997,2.493,0,
11371,WSC,Wesco Financial Corporation,2006,7359,517.39001,2.6259999,1,FraudSe
11371,WSC,Wesco Financial Corporation,2007,7359,524.09998,2.671,0,
11371,WSC,Wesco Financial Corporation,2008,7359,639.01001,2.9419999,0,
11371,WSC,Wesco Financial Corporation,2009,7359,652.94,2.4000001,0,
11371,WSC,Wesco Financial Corporation,2010,7359,,2.2909999,0,
11511,WSM,"Williams-Sonoma, Inc.",2005,5700,3120.3601,37.200001,0,
11511,WSM,"Williams-Sonoma, Inc.",2006,5700,3183.9199,38.799999,1,StolenLaptop
11511,WSM,"Williams-Sonoma, Inc.",2007,5700,3276.98,39,0,
11511,WSM,"Williams-Sonoma, Inc.",2008,5700,2688.55,30,0,
11511,WSM,"Williams-Sonoma, Inc.",2009,5700,2490.8401,26,0,
11511,WSM,"Williams-Sonoma, Inc.",2010,5700,,28,0,
175263,WU,Western Union Company (The),2005,6099,3515.77,4.6999998,0,
175263,WU,Western Union Company (The),2006,6099,3818.3,5.9000001,0,
175263,WU,Western Union Company (The),2007,6099,4070.5,6.0999999,1,StolenTape
175263,WU,Western Union Company (The),2008,6099,4224.6201,5.9000001,0,
175263,WU,Western Union Company (The),2009,6099,4081.1001,6.8000002,0,
175263,WU,Western Union Company (The),2010,6099,,7,0,
11456,WY,Weyerhaeuser Company,2005,2400,19952.449,49.887001,0,
11456,WY,Weyerhaeuser Company,2006,2400,18702.83,46.737,1,StolenDocument
11456,WY,Weyerhaeuser Company,2007,2400,13546.73,37.856998,0,
11456,WY,Weyerhaeuser Company,2008,2400,6412.9102,19.843,0,
11456,WY,Weyerhaeuser Company,2009,2400,4437.8599,14.888,0,
11456,WY,Weyerhaeuser Company,2010,2400,,14.25,0,
160629,XRTX,XYRATEX LTD,2005,3572,599.22998,1.694,0,
160629,XRTX,XYRATEX LTD,2006,3572,840.19,1.905,0,
160629,XRTX,XYRATEX LTD,2007,3572,773.89001,2.049,0,
160629,XRTX,XYRATEX LTD,2008,3572,839.58002,2.4949999,0,
160629,XRTX,XYRATEX LTD,2009,3572,696.73999,2.5369999,0,
160629,XRTX,XYRATEX LTD,2010,3572,,3.349,0,
11636,XRX,Xerox Corporation,2005,3577,13843.89,55.220001,0,
11636,XRX,Xerox Corporation,2006,3577,13568.01,53.700001,0,
11636,XRX,Xerox Corporation,2007,3577,14310.96,57.400002,1,StolenLaptop
11636,XRX,Xerox Corporation,2008,3577,14083.13,57.099998,0,
11636,XRX,Xerox Corporation,2009,3577,12185.66,53.599998,0,
11636,XRX,Xerox Corporation,2010,3577,,136.5,0,
62634,YHOO,YAHOO INC,2005,7370,4635.79,9.8000002,0,
62634,YHOO,YAHOO INC,2006,7370,5488.6001,11.4,0,
62634,YHOO,YAHOO INC,2007,7370,5789.2402,14.3,0,
62634,YHOO,YAHOO INC,2008,7370,5765.46,13.6,0,
62634,YHOO,YAHOO INC,2009,7370,5186.3198,13.9,0,
62634,YHOO,YAHOO INC,2010,7370,,13.6,0,
65417,YUM,YUM BRANDS INC,2005,5812,8243.2002,272,0,
65417,YUM,YUM BRANDS INC,2006,5812,8166.6899,280,0,
65417,YUM,YUM BRANDS INC,2007,5812,8652.3604,301,0,
65417,YUM,YUM BRANDS INC,2008,5812,9026.7002,336,0,
65417,YUM,YUM BRANDS INC,2009,5812,10836,350,0,
65417,YUM,YUM BRANDS INC,2010,5812,11343,378,0,
12868,ZQK,QUIKSILVER INC,2005,2320,1570.23,7.875,0,
12868,ZQK,QUIKSILVER INC,2006,2320,2017.79,9.1999998,0,
12868,ZQK,QUIKSILVER INC,2007,2320,2015.26,9.6000004,0,
12868,ZQK,QUIKSILVER INC,2008,2320,1811.29,8.3999996,0,
12868,ZQK,QUIKSILVER INC,2009,2320,1587.55,7.6500001,0,
12868,ZQK,QUIKSILVER INC,2010,2320,,6.1999998,0,
