gvkey,ticker,compname,year,sic4,salesmillions,employees,breach,breachtype
64486,GTRC,GUITAR CENTER INC,2007,5700,,,0,
64486,GTRC,GUITAR CENTER INC,2008,5700,,,0,
64486,GTRC,GUITAR CENTER INC,2009,5700,,,0,
64486,GTRC,GUITAR CENTER INC,2010,5700,,,0,
176255,GUID,"Guidance Software, Inc.",2005,7372,34.830002,,1,Hack
176255,GUID,"Guidance Software, Inc.",2006,7372,47.720001,0.34599999,0,
176255,GUID,"Guidance Software, Inc.",2007,7372,65.519997,0.34999999,0,
176255,GUID,"Guidance Software, Inc.",2008,7372,73.160004,0.41499999,0,
176255,GUID,"Guidance Software, Inc.",2009,7372,60.119999,0.34999999,0,
176255,GUID,"Guidance Software, Inc.",2010,7372,,0.37099999,0,
5018,GY,GENCORP INC,2005,3760,550.19,3.1010001,0,
5018,GY,GENCORP INC,2006,3760,530.52002,3.1440001,0,
5018,GY,GENCORP INC,2007,3760,619.19,3.2520001,0,
5018,GY,GENCORP INC,2008,3760,593.70001,3.0569999,0,
5018,GY,GENCORP INC,2009,3760,638.53998,3.0710001,0,
5018,GY,GENCORP INC,2010,3760,,3.135,0,
28018,GYMB,Gymboree Corporation (The),2005,2300,598.21002,9.6000004,0,
28018,GYMB,Gymboree Corporation (The),2006,2300,676.19,9.5,1,StolenLaptop
28018,GYMB,Gymboree Corporation (The),2007,2300,764.90002,10.4,0,
28018,GYMB,Gymboree Corporation (The),2008,2300,800.35999,11.5,0,
28018,GYMB,Gymboree Corporation (The),2009,2300,814.77002,12.4,0,
28018,GYMB,Gymboree Corporation (The),2010,2300,,13.33,0,
5680,HD,"Home Depot, Inc. (The)",2005,5211,71869.906,344.81,0,
5680,HD,"Home Depot, Inc. (The)",2006,5211,77589.938,364.39999,0,
5680,HD,"Home Depot, Inc. (The)",2007,5211,64252.281,331,1,StolenLaptop
5680,HD,"Home Depot, Inc. (The)",2008,5211,57017.148,322,0,
5680,HD,"Home Depot, Inc. (The)",2009,5211,52948.488,317,0,
5680,HD,"Home Depot, Inc. (The)",2010,5211,,321,1,Dishonest employee
12389,HDI,"Harley-Davidson, Inc.",2005,3751,,9.6999998,0,
99990017,HEW,"Hewitt Associates, Inc.",2005,8741,,,0,
99990017,HEW,"Hewitt Associates, Inc.",2006,8741,,,0,
99990017,HEW,"Hewitt Associates, Inc.",2007,7374,,,1,Stolen Laptop
99990017,HEW,"Hewitt Associates, Inc.",2008,7374,,,1,Stolen Laptop
99990017,HEW,"Hewitt Associates, Inc.",2009,7374,,,0,
99990017,HEW,"Hewitt Associates, Inc.",2010,7374,,,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2005,8093,509.85001,3.29,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2006,8093,511.45001,3.303,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2007,8093,529.42999,3.3640001,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2008,8093,562.37,3.211,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2009,8093,610.17999,3.6359999,0,
16456,HGR,"Hanger Orthopedic Group, Inc.",2010,8093,,4.2729998,1,Stolen Laptop
61739,HIG,Hartford Financial Services Group (The),2005,6331,23879.631,30,0,
61739,HIG,Hartford Financial Services Group (The),2006,6331,22635.42,31,0,
61739,HIG,Hartford Financial Services Group (The),2007,6331,21316.08,31,1,LostTape
61739,HIG,Hartford Financial Services Group (The),2008,6331,7729.3999,31,0,
61739,HIG,Hartford Financial Services Group (The),2009,6331,20103.65,28,0,
61739,HIG,Hartford Financial Services Group (The),2010,6331,,26.799999,0,
99990018,HIH,Highland Hospitality Corporation,2005,6798,,,0,
99990018,HIH,Highland Hospitality Corporation,2006,6798,,,0,
99990018,HIH,Highland Hospitality Corporation,2007,6798,,,1,StolenComputer
99990018,HIH,Highland Hospitality Corporation,2008,6798,,,0,
99990018,HIH,Highland Hospitality Corporation,2009,6798,,,0,
99990018,HIH,Highland Hospitality Corporation,2010,6798,,,0,
5650,HIT,HITACHI LTD,2005,3570,71035.992,327.32401,0,
5650,HIT,HITACHI LTD,2006,3570,74459.141,349.996,0,
5650,HIT,HITACHI LTD,2007,3570,93398.352,327.32401,0,
5650,HIT,HITACHI LTD,2008,3570,80670.063,361.79599,0,
5650,HIT,HITACHI LTD,2009,3570,77086.977,359.746,0,
5650,HIT,HITACHI LTD,2010,3570,,361.745,0,
5643,HLT,HILTON HOTELS CORP,2005,7011,3912.1899,61,0,
5643,HLT,HILTON HOTELS CORP,2006,7011,6927.29,105,0,
5643,HLT,HILTON HOTELS CORP,2007,7011,,,0,
5643,HLT,HILTON HOTELS CORP,2008,7011,,,0,
5643,HLT,HILTON HOTELS CORP,2009,7011,,,0,
5643,HLT,HILTON HOTELS CORP,2010,7011,,,0,
24678,HMN,Horace Mann Educators Corporation,2005,6331,766.58002,2.4000001,0,
24678,HMN,Horace Mann Educators Corporation,2006,6331,746.38,2.4000001,0,
24678,HMN,Horace Mann Educators Corporation,2007,6331,736.82001,2.3,1,Stolen Laptop
24678,HMN,Horace Mann Educators Corporation,2008,6331,667.70001,2.2,0,
24678,HMN,Horace Mann Educators Corporation,2009,6331,755.60999,1.8660001,0,
24678,HMN,Horace Mann Educators Corporation,2010,6331,,1.684,0,
29710,HNT,"Health Net, Inc.",2005,6324,10528.21,9.2860003,0,
29710,HNT,"Health Net, Inc.",2006,6324,11025.88,10.068,0,
29710,HNT,"Health Net, Inc.",2007,6324,11719.46,10.228,0,
29710,HNT,"Health Net, Inc.",2008,6324,12293.13,9.6459999,1,StolenLaptop
29710,HNT,"Health Net, Inc.",2009,6324,12606.52,8.9219999,1,LostDrive
29710,HNT,"Health Net, Inc.",2010,6324,,8.1689997,1,LostDrive
12389,HOG,"Harley-Davidson, Inc.",2006,3751,5283.5098,9.7040005,0,
12389,HOG,"Harley-Davidson, Inc.",2007,3751,5102.8999,9.7550001,0,
12389,HOG,"Harley-Davidson, Inc.",2008,3751,4775.9102,10.1,1,Stolen Laptop
12389,HOG,"Harley-Davidson, Inc.",2009,3751,3838.8999,7.9000001,0,
12389,HOG,"Harley-Davidson, Inc.",2010,3751,,6.9000001,0,
1300,HON,"Honeywell International, Inc.",2005,3728,24382.211,116,0,
1300,HON,"Honeywell International, Inc.",2006,3728,26792.641,118,0,
1300,HON,"Honeywell International, Inc.",2007,3728,28732.391,122,1,StolenLaptop
1300,HON,"Honeywell International, Inc.",2008,3728,29238.01,128,1,Virus
1300,HON,"Honeywell International, Inc.",2009,3728,24812.859,122,0,
1300,HON,"Honeywell International, Inc.",2010,3728,,130,0,
5606,HPQ,Hewlett-Packard Company,2005,3570,76441.633,150,0,
5606,HPQ,Hewlett-Packard Company,2006,3570,78291.203,156,0,
5606,HPQ,Hewlett-Packard Company,2007,3570,86628.297,172,0,
5606,HPQ,Hewlett-Packard Company,2008,3570,94669.203,321,1,StolenLaptop
5606,HPQ,Hewlett-Packard Company,2009,3570,91962.023,304,0,
5606,HPQ,Hewlett-Packard Company,2010,3570,,324.60001,0,
161040,HPY,"Heartland Payment Systems, Inc.",2005,6099,735.85999,1.6160001,0,
161040,HPY,"Heartland Payment Systems, Inc.",2006,6099,937.06,2.026,0,
161040,HPY,"Heartland Payment Systems, Inc.",2007,6099,1091.39,2.4059999,0,
161040,HPY,"Heartland Payment Systems, Inc.",2008,6099,1235.63,2.9790001,0,
161040,HPY,"Heartland Payment Systems, Inc.",2009,6099,1326.33,3.0550001,1,Hack
161040,HPY,"Heartland Payment Systems, Inc.",2010,6099,,2.612,0,
2269,HRB,"Block (H&R), Inc.",2005,7200,4296.4502,134.5,1,FraudSe
2269,HRB,"Block (H&R), Inc.",2006,7200,3434.8401,136.60001,1,SnailMail
2269,HRB,"Block (H&R), Inc.",2007,7200,3658.21,137.2,0,
2269,HRB,"Block (H&R), Inc.",2008,7200,3266.1001,133.7,0,
2269,HRB,"Block (H&R), Inc.",2009,7200,3110.3,110.4,0,
2269,HRB,"Block (H&R), Inc.",2010,7200,3874.3,107.2,1,FraudSe
99990019,HRH,"Hilb, Rogal & Hobbs Co",2005,6411,,,0,
99990019,HRH,"Hilb, Rogal & Hobbs Co",2006,6411,,,1,Stolen Laptop
99990019,HRH,"Hilb, Rogal & Hobbs Company",2007,6411,,,0,
99990019,HRH,"Hilb, Rogal & Hobbs Company",2008,6411,,,0,
99990019,HRH,"Hilb, Rogal & Hobbs Company",2009,6411,,,0,
99990019,HRH,"Hilb, Rogal & Hobbs Company",2010,6411,,,0,
165855,HS,"Healthspring, Inc.",2005,6324,755.42999,0.89999998,0,
165855,HS,"Healthspring, Inc.",2006,6324,1118.0699,1.2,0,
165855,HS,"Healthspring, Inc.",2007,6324,1308.13,1.3200001,0,
165855,HS,"Healthspring, Inc.",2008,6324,1750.25,1.728,1,StolenLaptop
165855,HS,"Healthspring, Inc.",2009,6324,2140.29,1.8,0,
165855,HS,"Healthspring, Inc.",2010,6324,,3.2,0,
61494,HSIC,"Henry Schein, Inc.",2005,5047,4087.5901,11,0,
61494,HSIC,"Henry Schein, Inc.",2006,5047,4401.6001,11.4,0,
61494,HSIC,"Henry Schein, Inc.",2007,5047,4917.7798,12,1,StolenLaptop
61494,HSIC,"Henry Schein, Inc.",2008,5047,5114.71,12.5,0,
61494,HSIC,"Henry Schein, Inc.",2009,5047,5248.96,12.5,0,
61494,HSIC,"Henry Schein, Inc.",2010,5047,,13.5,0,
5600,HTZ,Hertz Global Holdings Inc,2005,7510,6585.7598,32.099998,0,
5600,HTZ,Hertz Global Holdings Inc,2006,7510,6883.2202,31.5,1,FraudSe
5600,HTZ,"Hertz Global Holdings, Inc.",2007,7510,7214.98,29.35,0,
5600,HTZ,"Hertz Global Holdings, Inc.",2008,7510,6818.46,24.9,0,
5600,HTZ,"Hertz Global Holdings, Inc.",2009,7510,5701.0698,23.049999,0,
5600,HTZ,"Hertz Global Holdings, Inc.",2010,7510,,22.9,0,
27914,HUM,Humana Inc.,2005,6324,12712.76,18.700001,0,
27914,HUM,Humana Inc.,2006,6324,18293.289,22.299999,1,Web
27914,HUM,Humana Inc.,2007,6324,21007.891,25,0,
27914,HUM,Humana Inc.,2008,6324,23151.721,28.9,0,
27914,HUM,Humana Inc.,2009,6324,24854.93,28.1,0,
27914,HUM,Humana Inc.,2010,6324,,35.200001,1,Lost Media
26061,IACI,IAC/INTERACTIVECORP,2005,4700,5073.1299,28,0,
26061,IACI,IAC/INTERACTIVECORP,2006,4700,5362.1499,20,0,
26061,IACI,IAC/INTERACTIVECORP,2007,7389,1106.95,,0,
26061,IACI,IAC/INTERACTIVECORP,2008,7370,1155.8101,3.2,0,
26061,IACI,IAC/INTERACTIVECORP,2009,7370,1104.48,3.2,0,
26061,IACI,IAC/INTERACTIVECORP,2010,7370,1375,3.2,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2005,3842,245.06,1.1799999,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2006,3842,358.14999,1.75,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2007,3842,457.26001,2.5,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2008,3842,523.56,2.8,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2009,3842,547.90002,3,0,
61181,IART,INTEGRA LIFESCIENCES HLDGS,2010,3842,,3,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2005,4512,13058.4,49.957001,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2006,4512,14278.68,48.07,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2007,4512,14436.46,45.139999,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2008,4512,10159.79,44.987,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2009,4512,9745.71,41.493999,0,
13145,ICAGY,INTL CONSOL AIRLINES GROUP,2010,4512,,39.827999,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2005,6200,137.42999,0.20299999,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2006,6200,268.04001,0.226,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2007,6200,477.04999,0.50599998,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2008,6200,650.31,0.79500002,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2009,6200,798.60999,0.82599998,0,
163610,ICE,INTERCONTINENTALEXCHANGE INC,2010,6200,,0.93300003,0,
13166,IDMCQ,INDYMAC BANCORP INC,2005,6162,1559.97,7.1669998,0,
13166,IDMCQ,INDYMAC BANCORP INC,2006,6162,2213.1399,8.6300001,0,
13166,IDMCQ,INDYMAC BANCORP INC,2007,6162,1658.12,10.777,0,
13166,IDMCQ,INDYMAC BANCORP INC,2008,6162,,,0,
13166,IDMCQ,INDYMAC BANCORP INC,2009,6162,,,0,
13166,IDMCQ,INDYMAC BANCORP INC,2010,6162,,,0,
126020,IDN,INTELLICHECK MOBILISA INC,2005,3579,2.0999999,0.02,0,
126020,IDN,INTELLICHECK MOBILISA INC,2006,3579,2.7,0.021,0,
126020,IDN,INTELLICHECK MOBILISA INC,2007,3579,2.9200001,0.048,0,
126020,IDN,INTELLICHECK MOBILISA INC,2008,3579,7.96,0.048,0,
126020,IDN,INTELLICHECK MOBILISA INC,2009,3579,9.9700003,0.048,0,
126020,IDN,INTELLICHECK MOBILISA INC,2010,3579,,0.046999998,0,
157862,INTX,INTERSECTIONS INC,2005,7320,145.63,0.63,0,
157862,INTX,INTERSECTIONS INC,2006,7320,171.73,0.93300003,0,
157862,INTX,INTERSECTIONS INC,2007,7320,225.71001,1.022,0,
157862,INTX,INTERSECTIONS INC,2008,7320,289.22,0.96799999,0,
157862,INTX,INTERSECTIONS INC,2009,7320,292.73001,0.96799999,0,
157862,INTX,INTERSECTIONS INC,2010,7320,364.10001,0.787,0,
14309,IPAR,INTER PARFUMS INC,2005,2844,241.17999,0.20100001,0,
14309,IPAR,INTER PARFUMS INC,2006,2844,274.23001,0.235,0,
14309,IPAR,INTER PARFUMS INC,2007,2844,323.60001,0.248,0,
14309,IPAR,INTER PARFUMS INC,2008,2844,356.82001,0.245,0,
14309,IPAR,INTER PARFUMS INC,2009,2844,328.72,0.25600001,0,
14309,IPAR,INTER PARFUMS INC,2010,2844,,0.271,0,
28214,IPX,INTERPOOL INC,2005,7359,367.25,0.25400001,0,
28214,IPX,INTERPOOL INC,2006,7359,319.64999,0.285,0,
28214,IPX,INTERPOOL INC,2007,7359,,,0,
28214,IPX,INTERPOOL INC,2008,7359,,,0,
28214,IPX,INTERPOOL INC,2009,7359,,,0,
28214,IPX,INTERPOOL INC,2010,7359,,,0,
5959,IR,Ingersoll-Rand Company,2005,3560,,40,0,
5959,IR,Ingersoll-Rand Company,2006,3560,,43,1,StolenLaptop
5959,IR,Ingersoll-Rand Company,2007,3560,7279.3301,35.560001,0,
5959,IR,Ingersoll-Rand Company Limited,2008,3560,10579.46,60,0,
5959,IR,Ingersoll-Rand Company Limited,2009,3560,10593.15,57,0,
5959,IR,Ingersoll-Rand Company Limited,2010,3560,,59,0,
99990020,IVGN,Invitrogen Corporation,2005,2836,,,0,
99990020,IVGN,Invitrogen Corporation,2006,2836,,,0,
99990020,IVGN,Invitrogen Corporation,2007,2836,,,0,
99990020,IVGN,Invitrogen Corporation,2008,2836,,,1,StolenLaptop
99990020,IVGN,Invitrogen Corporation,2009,2836,,,0,
99990020,IVGN,Invitrogen Corporation,2010,2836,,,0,
162336,IWA,IOWA TELECOM SERVICES INC,2005,4813,204.24001,0.625,0,
162336,IWA,IOWA TELECOM SERVICES INC,2006,4813,199.95,0.64399999,0,
162336,IWA,IOWA TELECOM SERVICES INC,2007,4813,208.83,0.64200002,0,
162336,IWA,IOWA TELECOM SERVICES INC,2008,4813,197.53,0.72000003,0,
162336,IWA,IOWA TELECOM SERVICES INC,2009,4813,204.02,0.80000001,0,
162336,IWA,IOWA TELECOM SERVICES INC,2010,3571,,,0,
12136,JAVA,SUN MICROSYSTEMS INC,2005,3571,9760.6504,31,0,
12136,JAVA,SUN MICROSYSTEMS INC,2006,3571,11162.25,38,0,
12136,JAVA,SUN MICROSYSTEMS INC,2007,3571,11524.03,34.200001,0,
12136,JAVA,SUN MICROSYSTEMS INC,2008,3571,11101.42,34.900002,0,
12136,JAVA,SUN MICROSYSTEMS INC,2009,3571,9191.2305,29,0,
12136,JAVA,SUN MICROSYSTEMS INC,2010,3571,,,0,
65108,JLL,Jones Lang LaSalle Incorporated,2005,6531,1226.13,22,0,
65108,JLL,Jones Lang LaSalle Incorporated,2006,6531,1719.9301,25.5,0,
65108,JLL,Jones Lang LaSalle Incorporated,2007,6531,2203.03,32.700001,0,
65108,JLL,Jones Lang LaSalle Incorporated,2008,6531,2157.5701,36.200001,0,
65108,JLL,Jones Lang LaSalle Incorporated,2009,6531,1991.53,36.599998,0,
65108,JLL,Jones Lang LaSalle Incorporated,2010,6531,,40.299999,1,Stolen Laptop
121718,JNPR,JUNIPER NETWORKS INC,2005,3576,1819.83,4.145,0,
121718,JNPR,JUNIPER NETWORKS INC,2006,3576,1967.64,4.8330002,0,
121718,JNPR,JUNIPER NETWORKS INC,2007,3576,2355.8799,5.8790002,0,
121718,JNPR,JUNIPER NETWORKS INC,2008,3576,2857.24,7.0139999,0,
121718,JNPR,JUNIPER NETWORKS INC,2009,3576,2662,7.2309999,0,
121718,JNPR,JUNIPER NETWORKS INC,2010,3576,,8.7720003,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2005,7200,,,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2006,7200,,,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2007,7200,,,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2008,7200,,,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2009,7200,,,0,
99990021,JTX,"Jackson Hewitt Tax Service, Inc.",2010,7200,,,1,Disposal_Document
7922,JWN,NORDSTROM INC,2005,5651,6982.5298,51.400002,0,
7922,JWN,NORDSTROM INC,2006,5651,7511.23,52.900002,0,
7922,JWN,NORDSTROM INC,2007,5651,7575.7998,55,0,
7922,JWN,NORDSTROM INC,2008,5651,6856.8101,52,0,
7922,JWN,NORDSTROM INC,2009,5651,6925.73,53,0,
7922,JWN,NORDSTROM INC,2010,5651,,54,0,
12689,KBH,KB Home,2005,1531,8324.9004,6.6999998,0,
12689,KBH,KB Home,2006,1531,9399.0703,5.0999999,0,
12689,KBH,KB Home,2007,1531,5330.0801,3.0999999,1,StolenComputer
12689,KBH,KB Home,2008,1531,2426.5801,1.6,0,
12689,KBH,KB Home,2009,1531,1464.98,1.4,0,
12689,KBH,KB Home,2010,1531,,1.3,0,
14555,KCI,"Kinetic Concepts, Inc.",2005,7350,1065.61,5.7350001,0,
14555,KCI,"Kinetic Concepts, Inc.",2006,7350,1171.61,6.3000002,0,
14555,KCI,"Kinetic Concepts, Inc.",2007,7350,1337.35,6.4000001,0,
14555,KCI,"Kinetic Concepts, Inc.",2008,2836,1501.98,6.9000001,0,
14555,KCI,"Kinetic Concepts, Inc.",2009,2836,1599.6899,6.8000002,0,
14555,KCI,"Kinetic Concepts, Inc.",2010,2836,,6.9000001,1,Unintended Disclosure
142953,KFT,"Kraft Foods, Inc.",2005,2000,30079.891,94,0,
142953,KFT,"Kraft Foods, Inc.",2006,2000,29345.75,90,0,
142953,KFT,"Kraft Foods, Inc.",2007,2000,30935.359,103,0,
142953,KFT,"Kraft Foods, Inc.",2008,2000,33752.961,98,0,
142953,KFT,"Kraft Foods, Inc.",2009,2000,32421.77,97,0,
142953,KFT,"Kraft Foods, Inc.",2010,2000,,127,0,
123097,LAB,LABRANCHE & CO INC,2005,6211,291.5,0.52499998,0,
123097,LAB,LABRANCHE & CO INC,2006,6211,371.89001,0.42899999,0,
123097,LAB,LABRANCHE & CO INC,2007,6211,385.84,0.257,0,
123097,LAB,LABRANCHE & CO INC,2008,6211,324.34,0.213,0,
123097,LAB,LABRANCHE & CO INC,2009,6211,68.440002,0.214,0,
123097,LAB,LABRANCHE & CO INC,2010,6211,,0.083999999,0,
1382,LCC,US AIRWAYS GROUP INC,2005,4512,4476.4902,36.599998,0,
1382,LCC,US AIRWAYS GROUP INC,2006,4512,9871.5996,37,0,
1382,LCC,US AIRWAYS GROUP INC,2007,4512,9718.96,39.599998,0,
1382,LCC,US AIRWAYS GROUP INC,2008,4512,9692.1504,37.5,0,
1382,LCC,US AIRWAYS GROUP INC,2009,4512,8395.6504,36,0,
1382,LCC,US AIRWAYS GROUP INC,2010,4512,,35.799999,0,
6802,LDG,Longs Drug Stores Corporation,2005,5912,4117.8999,22,0,
6802,LDG,Longs Drug Stores Corporation,2006,5912,4353.73,21.9,0,
6802,LDG,Longs Drug Stores Corporation,2007,5912,4371.5098,21.9,1,StolenTape
6802,LDG,Longs Drug Stores Corporation,2008,5912,,,0,
6802,LDG,Longs Drug Stores Corporation,2009,5912,,,0,
6802,LDG,Longs Drug Stores Corporation,2010,5912,,,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2005,6211,28585.381,22.919001,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2006,6211,39897.27,25.936001,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2007,6211,49012.621,28.556,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2008,6211,,,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2009,6211,,,0,
30128,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,2010,6211,,,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2005,6311,10730.28,76,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2006,6311,16123.34,77.318001,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2007,6311,21792.689,96.697998,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2008,6311,19555.561,102.241,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2009,6311,39904.051,104.535,0,
259503,LFC,CHINA LIFE INSURANCE (CHN),2010,6311,,103.22,0,
99990022,LFG,"LandAmerica Financial Group, Inc.",2005,6361,,,0,
99990022,LFG,"LandAmerica Financial Group, Inc.",2006,6361,,,1,Hack
99990022,LFG,"LandAmerica Financial Group, Inc.",2007,6361,,,0,
99990022,LFG,"LandAmerica Financial Group, Inc.",2008,6361,,,0,
99990022,LFG,"LandAmerica Financial Group, Inc.",2009,6361,,,0,
99990022,LFG,"LandAmerica Financial Group, Inc.",2010,6361,,,0,
155394,LKQX,LKQ CORP,2005,5010,482.64999,3.5,0,
155394,LKQX,LKQ CORP,2006,5010,674.26001,4.0999999,0,
155394,LKQX,LKQ CORP,2007,5010,936.03003,9.1000004,0,
155394,LKQX,LKQ CORP,2008,5010,1549.48,9.6000004,0,
155394,LKQX,LKQ CORP,2009,5010,1644.08,10,0,
155394,LKQX,LKQ CORP,2010,5010,,12,0,
6774,LMT,Lockheed Martin Corporation,2005,3760,32811.461,135,1,Hack
6774,LMT,Lockheed Martin Corporation,2006,3760,33842.078,140,0,
6774,LMT,Lockheed Martin Corporation,2007,3760,34773.93,140,0,
6774,LMT,Lockheed Martin Corporation,2008,3760,34176.859,146,0,
6774,LMT,Lockheed Martin Corporation,2009,3760,36277.602,140,0,
6774,LMT,Lockheed Martin Corporation,2010,3760,,132,0,
28765,LNY,LANDRYS RESTAURANTS INC,2005,5812,1106.39,31.245001,0,
28765,LNY,LANDRYS RESTAURANTS INC,2006,5812,968.88,20.055,0,
28765,LNY,LANDRYS RESTAURANTS INC,2007,5812,973.48999,27.246,0,
28765,LNY,LANDRYS RESTAURANTS INC,2008,5812,914.90002,19.737,0,
28765,LNY,LANDRYS RESTAURANTS INC,2009,5812,850.98999,19.85,0,
28765,LNY,LANDRYS RESTAURANTS INC,2010,5812,,,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2005,3577,1584.2,7.2080002,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2006,3577,1765.1899,7.4310002,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2007,3577,1969.12,9.3929996,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2008,3577,1766.66,6.348,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2009,3577,1578.9,9.9440002,0,
102696,LOGI,LOGITECH INTERNATIONAL SA,2010,3577,,11,0,
6829,LOW,LOWE'S COMPANIES INC,2005,5211,38128.23,185,0,
6829,LOW,LOWE'S COMPANIES INC,2006,5211,40083.48,210,0,
6829,LOW,LOWE'S COMPANIES INC,2007,5211,40107.73,216,0,
6829,LOW,LOWE'S COMPANIES INC,2008,5211,38575.039,229,0,
6829,LOW,LOWE'S COMPANIES INC,2009,5211,37908.078,239,0,
6829,LOW,LOWE'S COMPANIES INC,2010,5211,,234,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2005,2400,2291.5,5.5999999,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2006,2400,1909.15,5.5999999,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2007,2400,1416.23,5.0999999,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2008,2400,1100.7,4.6999998,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2009,2400,846.71002,4,0,
6821,LPX,LOUISIANA-PACIFIC CORP,2010,2400,,3.8,0,
6565,LRCX,Lam Research Corporation,2005,3559,1324.74,2.2,0,
6565,LRCX,Lam Research Corporation,2006,3559,1402.6899,2.4300001,0,
6565,LRCX,Lam Research Corporation,2007,3559,2132,,0,
6565,LRCX,Lam Research Corporation,2008,3559,1979.47,3.8,0,
6565,LRCX,Lam Research Corporation,2009,3559,895.88,2.711,0,
6565,LRCX,Lam Research Corporation,2010,3559,,3.2320001,1,Stolen Laptop
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2005,3674,186.10001,0.90899998,0,
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2006,3674,209.66,0.95999998,0,
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2007,3674,189.98,0.88300002,0,
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2008,3674,177.77,0.75300002,0,
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2009,3674,156.08,0.708,0,
16597,LSCC,LATTICE SEMICONDUCTOR CORP,2010,3674,,0.74900001,0,
62599,LU,"Lucent Technologies, Inc.",2005,7373,8324.3203,30.5,0,
62599,LU,"Lucent Technologies, Inc.",2006,7373,7513.25,29.799999,0,
62599,LU,"Lucent Technologies, Inc.",2007,7373,,,1,Lost Media
62599,LU,"Lucent Technologies, Inc.",2008,7373,,,0,
62599,LU,"Lucent Technologies, Inc.",2009,7373,,,0,
62599,LU,"Lucent Technologies, Inc.",2010,7373,,,0,
61552,LXK,"Lexmark International, Inc.",2005,3577,4603.8999,13.6,0,
61552,LXK,"Lexmark International, Inc.",2006,3577,4363.1699,14.9,0,
61552,LXK,"Lexmark International, Inc.",2007,3577,4131.7202,13.8,0,
61552,LXK,"Lexmark International, Inc.",2008,3577,3621.8799,14,1,Web
61552,LXK,"Lexmark International, Inc.",2009,3577,3114.77,11.9,0,
61552,LXK,"Lexmark International, Inc.",2010,3577,,13.2,0,
160225,MA,MasterCard Incorporated,2005,6099,2590.1699,4.3000002,0,
160225,MA,MasterCard Incorporated,2006,6099,2841.02,4.5999999,0,
160225,MA,MasterCard Incorporated,2007,6099,3378.8701,5,0,
160225,MA,MasterCard Incorporated,2008,6099,3992.3501,5.5,0,
160225,MA,MasterCard Incorporated,2009,6099,4093.21,5.0999999,0,
160225,MA,MasterCard Incorporated,2010,6099,,5.5999999,1,Hack
28930,MAR,"Marriott International, Inc.",2005,7011,10183.87,143,1,LostTape
